0FXxQ0TEYtebM8gGg0xdoC,Number Girl,https://i.scdn.co/image/ab67616d0000b2730e8f8f5edbbf6302c48a1d6d,j-rock,japanese alternative rock,japanese post-hardcore,kyushu indie,shibuya-kei
0illCOhPkFBykngmCWos6u,中村佳穂,https://i.scdn.co/image/ab6761610000e5ebd0f430d5f6d120f2ed35397e,j-indie,anime,japanese singer-songwriter
0ebinq3ZTOQAJNag4sBTJj,BiSH,https://i.scdn.co/image/ab6761610000e5eb0e6116c8e30d1584f338ada0,anime,j-pop,idol rock,j-pixie
1S2S00lgLYLGHWA44qGEUs,Gen Hoshino,https://i.scdn.co/image/ab6761610000e5eba3290687dfe73232bdf30864,j-pop,japanese singer-songwriter,j-acoustic
2IUl3m1H1EQ7QfNbNWvgru,Vaundy,https://i.scdn.co/image/ab6761610000e5eb368b9b9fd4c3cbe461ca28da,j-pop,japanese soul
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,https://i.scdn.co/image/ab6761610000e5eb39f37a34b404169fdca52dc8,garage rock,permanent wave,rock,sheffield indie
74oJ4qxwOZvX6oSsu1DGnw,Cream,https://i.scdn.co/image/aab6a0a0e9ca2ab17460b0451e59ba507cc5802a,rock,album rock,art rock,classic rock,folk rock,psychedelic rock,blues rock,hard rock,roots rock,supergroup
5kgH3qVSSDPPmKnQfrkblH,RIP SLYME,https://i.scdn.co/image/ab67616d0000b273f255f929dfd01a7383a51d91,j-pop,japanese old school hip hop
0rpKM0MniNkXM1SLSglYUZ,toe,https://i.scdn.co/image/ab6761610000e5eba57f4bcd0595686253133e9a,japanese emo,instrumental math rock,instrumental post-rock,japanese math rock,japanese post-rock,math rock,midwest emo,post-rock
0epOFNiUfyON9EYx7Tpr6V,The Strokes,https://i.scdn.co/image/ab6761610000e5eb64d74f5985cb66b2f7b60e93,alternative rock,garage rock,modern rock,permanent wave,rock
